steps,best_pred_error_rate
13250,"{0: 0.96, 1: 0.45, 2: 0.35, 3: 0.35, 4: 0.38}"
13500,"{0: 0.97, 1: 0.36, 2: 0.44, 3: 0.31, 4: 0.25}"
13750,"{0: 0.93, 1: 0.46, 2: 0.32, 3: 0.33, 4: 0.4}"
14000,"{0: 0.99, 1: 0.43, 2: 0.37, 3: 0.42, 4: 0.4}"
14250,"{0: 0.96, 1: 0.47, 2: 0.37, 3: 0.29, 4: 0.25}"
14500,"{0: 0.97, 1: 0.39, 2: 0.33, 3: 0.32, 4: 0.25}"
14750,"{0: 0.96, 1: 0.44, 2: 0.35, 3: 0.32, 4: 0.22}"
15000,"{0: 0.92, 1: 0.42, 2: 0.27, 3: 0.28, 4: 0.24}"
15250,"{0: 0.93, 1: 0.47, 2: 0.28, 3: 0.29, 4: 0.31}"
15500,"{0: 0.94, 1: 0.46, 2: 0.34, 3: 0.25, 4: 0.23}"
15750,"{0: 0.99, 1: 0.49, 2: 0.29, 3: 0.29, 4: 0.2}"
16000,"{0: 0.95, 1: 0.4, 2: 0.34, 3: 0.26, 4: 0.33}"
16250,"{0: 0.96, 1: 0.44, 2: 0.31, 3: 0.27, 4: 0.27}"
16500,"{0: 0.95, 1: 0.51, 2: 0.29, 3: 0.35, 4: 0.23}"
16750,"{0: 0.97, 1: 0.46, 2: 0.27, 3: 0.33, 4: 0.32}"
17000,"{0: 0.96, 1: 0.39, 2: 0.34, 3: 0.28, 4: 0.29}"
17250,"{0: 0.94, 1: 0.47, 2: 0.35, 3: 0.25, 4: 0.25}"
17500,"{0: 0.96, 1: 0.4, 2: 0.32, 3: 0.34, 4: 0.28}"
17750,"{0: 0.95, 1: 0.43, 2: 0.3, 3: 0.33, 4: 0.3}"
18000,"{0: 0.95, 1: 0.41, 2: 0.26, 3: 0.41, 4: 0.26}"
18250,"{0: 0.94, 1: 0.4, 2: 0.36, 3: 0.37, 4: 0.29}"
18500,"{0: 0.93, 1: 0.36, 2: 0.27, 3: 0.37, 4: 0.26}"
18750,"{0: 0.96, 1: 0.33, 2: 0.25, 3: 0.28, 4: 0.28}"
19000,"{0: 0.95, 1: 0.37, 2: 0.28, 3: 0.3, 4: 0.3}"
19250,"{0: 0.97, 1: 0.36, 2: 0.26, 3: 0.27, 4: 0.31}"
19500,"{0: 0.96, 1: 0.49, 2: 0.35, 3: 0.27, 4: 0.33}"
19750,"{0: 0.91, 1: 0.4, 2: 0.32, 3: 0.25, 4: 0.3}"
20000,"{0: 0.93, 1: 0.42, 2: 0.41, 3: 0.36, 4: 0.25}"
20250,"{0: 0.92, 1: 0.35, 2: 0.3, 3: 0.29, 4: 0.23}"
20500,"{0: 0.94, 1: 0.45, 2: 0.34, 3: 0.33, 4: 0.26}"
20750,"{0: 0.97, 1: 0.42, 2: 0.32, 3: 0.27, 4: 0.2}"
21000,"{0: 0.92, 1: 0.42, 2: 0.29, 3: 0.33, 4: 0.34}"
21250,"{0: 0.94, 1: 0.45, 2: 0.24, 3: 0.27, 4: 0.21}"
21500,"{0: 0.93, 1: 0.33, 2: 0.34, 3: 0.22, 4: 0.31}"
21750,"{0: 0.99, 1: 0.38, 2: 0.31, 3: 0.23, 4: 0.24}"
22000,"{0: 0.94, 1: 0.45, 2: 0.23, 3: 0.27, 4: 0.26}"
22250,"{0: 0.95, 1: 0.43, 2: 0.31, 3: 0.32, 4: 0.22}"
22500,"{0: 0.96, 1: 0.41, 2: 0.29, 3: 0.22, 4: 0.31}"
22750,"{0: 0.96, 1: 0.39, 2: 0.31, 3: 0.4, 4: 0.26}"
23000,"{0: 0.97, 1: 0.45, 2: 0.3, 3: 0.25, 4: 0.3}"
23250,"{0: 0.99, 1: 0.49, 2: 0.3, 3: 0.32, 4: 0.33}"
23500,"{0: 0.94, 1: 0.54, 2: 0.26, 3: 0.27, 4: 0.22}"
23750,"{0: 0.95, 1: 0.51, 2: 0.38, 3: 0.27, 4: 0.27}"
24000,"{0: 0.96, 1: 0.41, 2: 0.32, 3: 0.29, 4: 0.3}"
24250,"{0: 0.97, 1: 0.36, 2: 0.31, 3: 0.36, 4: 0.18}"
24500,"{0: 0.98, 1: 0.41, 2: 0.27, 3: 0.29, 4: 0.33}"
24750,"{0: 0.96, 1: 0.49, 2: 0.27, 3: 0.27, 4: 0.28}"
25000,"{0: 0.95, 1: 0.44, 2: 0.27, 3: 0.31, 4: 0.3}"
