steps,best_pred_error_rate
16500,"{0: 0.92, 1: 0.28, 2: 0.44, 3: 0.33, 4: 0.29}"
16750,"{0: 0.93, 1: 0.3, 2: 0.32, 3: 0.29, 4: 0.36}"
17000,"{0: 0.95, 1: 0.37, 2: 0.33, 3: 0.37, 4: 0.29}"
17250,"{0: 0.95, 1: 0.48, 2: 0.4, 3: 0.37, 4: 0.45}"
17500,"{0: 0.93, 1: 0.45, 2: 0.36, 3: 0.33, 4: 0.32}"
17750,"{0: 0.97, 1: 0.26, 2: 0.4, 3: 0.39, 4: 0.41}"
18000,"{0: 0.93, 1: 0.35, 2: 0.37, 3: 0.34, 4: 0.43}"
18250,"{0: 0.98, 1: 0.37, 2: 0.44, 3: 0.43, 4: 0.47}"
18500,"{0: 0.94, 1: 0.5, 2: 0.33, 3: 0.38, 4: 0.44}"
18750,"{0: 1.0, 1: 0.42, 2: 0.32, 3: 0.42, 4: 0.43}"
19000,"{0: 0.98, 1: 0.47, 2: 0.32, 3: 0.35, 4: 0.33}"
19250,"{0: 0.95, 1: 0.38, 2: 0.41, 3: 0.49, 4: 0.43}"
19500,"{0: 0.96, 1: 0.33, 2: 0.34, 3: 0.3, 4: 0.38}"
19750,"{0: 0.97, 1: 0.31, 2: 0.35, 3: 0.27, 4: 0.38}"
20000,"{0: 0.95, 1: 0.45, 2: 0.39, 3: 0.33, 4: 0.34}"
20250,"{0: 0.95, 1: 0.36, 2: 0.41, 3: 0.35, 4: 0.35}"
20500,"{0: 0.93, 1: 0.37, 2: 0.33, 3: 0.38, 4: 0.38}"
20750,"{0: 0.93, 1: 0.37, 2: 0.36, 3: 0.37, 4: 0.36}"
21000,"{0: 0.98, 1: 0.31, 2: 0.28, 3: 0.38, 4: 0.43}"
21250,"{0: 0.95, 1: 0.34, 2: 0.42, 3: 0.41, 4: 0.4}"
21500,"{0: 0.92, 1: 0.28, 2: 0.38, 3: 0.5, 4: 0.39}"
21750,"{0: 0.95, 1: 0.37, 2: 0.37, 3: 0.32, 4: 0.39}"
22000,"{0: 0.96, 1: 0.36, 2: 0.34, 3: 0.43, 4: 0.38}"
22250,"{0: 0.97, 1: 0.42, 2: 0.39, 3: 0.37, 4: 0.36}"
22500,"{0: 0.94, 1: 0.4, 2: 0.39, 3: 0.34, 4: 0.42}"
22750,"{0: 0.91, 1: 0.39, 2: 0.36, 3: 0.36, 4: 0.41}"
23000,"{0: 0.98, 1: 0.2, 2: 0.36, 3: 0.3, 4: 0.43}"
23250,"{0: 0.94, 1: 0.39, 2: 0.37, 3: 0.33, 4: 0.33}"
23500,"{0: 0.95, 1: 0.41, 2: 0.34, 3: 0.41, 4: 0.32}"
23750,"{0: 0.94, 1: 0.35, 2: 0.37, 3: 0.37, 4: 0.4}"
24000,"{0: 0.93, 1: 0.32, 2: 0.31, 3: 0.3, 4: 0.32}"
24250,"{0: 0.96, 1: 0.34, 2: 0.4, 3: 0.38, 4: 0.41}"
24500,"{0: 0.91, 1: 0.39, 2: 0.43, 3: 0.47, 4: 0.41}"
24750,"{0: 0.92, 1: 0.4, 2: 0.48, 3: 0.38, 4: 0.5}"
25000,"{0: 0.96, 1: 0.34, 2: 0.31, 3: 0.36, 4: 0.33}"
